Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1673334610,2023-01-10T07:10:10Z,RYR93XH,"51.545471,-0.26382",16225,332,25
1673334643,2023-01-10T07:10:43Z,RYR93XH,"51.590401,-0.22934",15475,326,25
1673334676,2023-01-10T07:11:16Z,RYR93XH,"51.634827,-0.195378",14250,332,25
1673334709,2023-01-10T07:11:49Z,RYR93XH,"51.68248,-0.158931",13150,337,25
1673334742,2023-01-10T07:12:22Z,RYR93XH,"51.728119,-0.123448",12475,327,25
1673334775,2023-01-10T07:12:55Z,RYR93XH,"51.771194,-0.09138",11725,318,23
1673334787,2023-01-10T07:13:07Z,RYR93XH,"51.788574,-0.079193",11450,317,23
1673334799,2023-01-10T07:13:19Z,RYR93XH,"51.805344,-0.067403",11150,316,23
1673334811,2023-01-10T07:13:31Z,RYR93XH,"51.820786,-0.05661",10900,314,23
1673334823,2023-01-10T07:13:43Z,RYR93XH,"51.836746,-0.045578",10775,307,23
1673334835,2023-01-10T07:13:55Z,RYR93XH,"51.851837,-0.035095",10700,299,23
1673334847,2023-01-10T07:14:07Z,RYR93XH,"51.866776,-0.024793",10625,290,23
1673334859,2023-01-10T07:14:19Z,RYR93XH,"51.881927,-0.014178",10550,283,23
1673334871,2023-01-10T07:14:31Z,RYR93XH,"51.895477,-0.004578",10400,278,23
1673334883,2023-01-10T07:14:43Z,RYR93XH,"51.910309,0.005951",10250,272,24
1673334892,2023-01-10T07:14:52Z,RYR93XH,"51.919945,0.015852",10075,278,39
1673334895,2023-01-10T07:14:55Z,RYR93XH,"51.922073,0.019226",10000,280,46
1673334898,2023-01-10T07:14:58Z,RYR93XH,"51.924599,0.02417",9950,282,53
1673334901,2023-01-10T07:15:01Z,RYR93XH,"51.927067,0.030369",9875,284,57
1673334904,2023-01-10T07:15:04Z,RYR93XH,"51.928711,0.036011",9825,284,66
1673334907,2023-01-10T07:15:07Z,RYR93XH,"51.930084,0.042648",9775,284,71
1673334910,2023-01-10T07:15:10Z,RYR93XH,"51.930771,0.048218",9700,285,80
1673334913,2023-01-10T07:15:13Z,RYR93XH,"51.931164,0.053519",9650,284,84
1673334916,2023-01-10T07:15:16Z,RYR93XH,"51.931351,0.060896",9600,284,88
1673334919,2023-01-10T07:15:19Z,RYR93XH,"51.931366,0.067062",9550,284,90
1673334922,2023-01-10T07:15:22Z,RYR93XH,"51.931301,0.07353",9475,283,90
1673334925,2023-01-10T07:15:25Z,RYR93XH,"51.931255,0.079572",9425,284,91
1673334928,2023-01-10T07:15:28Z,RYR93XH,"51.931137,0.086441",9350,284,91
1673334931,2023-01-10T07:15:31Z,RYR93XH,"51.931046,0.092926",9300,284,91
1673334934,2023-01-10T07:15:34Z,RYR93XH,"51.931,0.097733",9250,284,91
1673334937,2023-01-10T07:15:37Z,RYR93XH,"51.930908,0.105133",9200,283,91
1673334940,2023-01-10T07:15:40Z,RYR93XH,"51.930817,0.112457",9150,283,91
1673334953,2023-01-10T07:15:53Z,RYR93XH,"51.930557,0.137721",9000,280,91
1673334965,2023-01-10T07:16:05Z,RYR93XH,"51.930359,0.159225",8850,279,90
1673334977,2023-01-10T07:16:17Z,RYR93XH,"51.930176,0.186462",8700,278,90
1673334989,2023-01-10T07:16:29Z,RYR93XH,"51.930092,0.211958",8500,278,90
1673335001,2023-01-10T07:16:41Z,RYR93XH,"51.930233,0.237383",8275,278,89
1673335013,2023-01-10T07:16:53Z,RYR93XH,"51.93037,0.261239",8100,278,89
1673335024,2023-01-10T07:17:04Z,RYR93XH,"51.930511,0.287136",7900,278,89
1673335037,2023-01-10T07:17:17Z,RYR93XH,"51.930542,0.310593",7700,279,89
1673335049,2023-01-10T07:17:29Z,RYR93XH,"51.930679,0.335999",7525,277,89
1673335061,2023-01-10T07:17:41Z,RYR93XH,"51.930908,0.361176",7325,276,89
1673335075,2023-01-10T07:17:55Z,RYR93XH,"51.931164,0.387896",7100,275,88
1673335087,2023-01-10T07:18:07Z,RYR93XH,"51.931488,0.415362",6950,270,88
1673335099,2023-01-10T07:18:19Z,RYR93XH,"51.931778,0.439148",6750,268,88
1673335112,2023-01-10T07:18:32Z,RYR93XH,"51.932606,0.465271",6625,264,84
1673335118,2023-01-10T07:18:38Z,RYR93XH,"51.934204,0.475769",6550,263,72
1673335120,2023-01-10T07:18:40Z,RYR93XH,"51.935669,0.482025",6525,262,67
1673335127,2023-01-10T07:18:47Z,RYR93XH,"51.939495,0.492972",6400,262,59
1673335132,2023-01-10T07:18:52Z,RYR93XH,"51.94215,0.499093",6275,262,59
1673335136,2023-01-10T07:18:56Z,RYR93XH,"51.945511,0.506439",6200,262,53
1673335139,2023-01-10T07:18:59Z,RYR93XH,"51.948341,0.512355",6100,262,53
1673335147,2023-01-10T07:19:07Z,RYR93XH,"51.953339,0.523071",5925,262,52
1673335150,2023-01-10T07:19:10Z,RYR93XH,"51.955032,0.526733",5850,262,52
1673335162,2023-01-10T07:19:22Z,RYR93XH,"51.964912,0.547904",5675,253,53
1673335174,2023-01-10T07:19:34Z,RYR93XH,"51.97213,0.563677",5450,246,52
1673335180,2023-01-10T07:19:40Z,RYR93XH,"51.975807,0.570818",5350,242,42
1673335186,2023-01-10T07:19:46Z,RYR93XH,"51.982452,0.579529",5275,236,31
1673335189,2023-01-10T07:19:49Z,RYR93XH,"51.985535,0.582197",5250,233,26
1673335192,2023-01-10T07:19:52Z,RYR93XH,"51.988979,0.584551",5200,231,22
1673335195,2023-01-10T07:19:55Z,RYR93XH,"51.991726,0.585807",5125,231,20
1673335198,2023-01-10T07:19:58Z,RYR93XH,"51.993587,0.586513",5050,226,8
1673335200,2023-01-10T07:20:00Z,RYR93XH,"51.997513,0.587234",5025,225,6
1673335204,2023-01-10T07:20:04Z,RYR93XH,"52.00058,0.587234",4975,221,358
1673335207,2023-01-10T07:20:07Z,RYR93XH,"52.003597,0.58667",4950,215,351
1673335210,2023-01-10T07:20:10Z,RYR93XH,"52.00695,0.585336",4925,207,343
1673335213,2023-01-10T07:20:13Z,RYR93XH,"52.00993,0.583531",4875,203,336
1673335216,2023-01-10T07:20:16Z,RYR93XH,"52.012257,0.581491",4850,198,329
1673335219,2023-01-10T07:20:19Z,RYR93XH,"52.014404,0.579071",4825,196,327
1673335224,2023-01-10T07:20:24Z,RYR93XH,"52.016602,0.575943",4750,186,315
1673335228,2023-01-10T07:20:28Z,RYR93XH,"52.019394,0.569992",4700,182,311
1673335231,2023-01-10T07:20:31Z,RYR93XH,"52.020355,0.566788",4675,174,295
1673335234,2023-01-10T07:20:34Z,RYR93XH,"52.020676,0.565491",4625,174,295
1673335237,2023-01-10T07:20:37Z,RYR93XH,"52.021568,0.559753",4600,166,278
1673335240,2023-01-10T07:20:40Z,RYR93XH,"52.021729,0.555344",4575,165,271
1673335243,2023-01-10T07:20:43Z,RYR93XH,"52.021614,0.551121",4550,165,266
1673335246,2023-01-10T07:20:46Z,RYR93XH,"52.021454,0.547791",4525,164,265
1673335249,2023-01-10T07:20:49Z,RYR93XH,"52.021271,0.545273",4500,165,263
1673335252,2023-01-10T07:20:52Z,RYR93XH,"52.02095,0.540314",4450,165,263
1673335255,2023-01-10T07:20:55Z,RYR93XH,"52.020859,0.539093",4450,166,263
1673335258,2023-01-10T07:20:58Z,RYR93XH,"52.020451,0.532601",4425,166,263
1673335261,2023-01-10T07:21:01Z,RYR93XH,"52.020218,0.528946",4400,166,264
1673335264,2023-01-10T07:21:04Z,RYR93XH,"52.019989,0.52536",4375,165,264
1673335267,2023-01-10T07:21:07Z,RYR93XH,"52.019753,0.521851",4350,164,264
1673335270,2023-01-10T07:21:10Z,RYR93XH,"52.019611,0.519183",4350,164,264
1673335276,2023-01-10T07:21:16Z,RYR93XH,"52.019073,0.510483",4300,163,264
1673335282,2023-01-10T07:21:22Z,RYR93XH,"52.018681,0.504116",4225,163,264
1673335288,2023-01-10T07:21:28Z,RYR93XH,"52.018204,0.496292",4125,163,264
1673335294,2023-01-10T07:21:34Z,RYR93XH,"52.017746,0.489502",4050,163,264
1673335303,2023-01-10T07:21:43Z,RYR93XH,"52.017151,0.479431",3900,162,264
1673335309,2023-01-10T07:21:49Z,RYR93XH,"52.016678,0.471235",3825,161,264
1673335315,2023-01-10T07:21:55Z,RYR93XH,"52.016281,0.46524",3725,160,264
1673335321,2023-01-10T07:22:01Z,RYR93XH,"52.015888,0.458365",3650,158,264
1673335326,2023-01-10T07:22:06Z,RYR93XH,"52.015457,0.451202",3575,157,264
1673335333,2023-01-10T07:22:13Z,RYR93XH,"52.014908,0.443268",3550,156,261
1673335336,2023-01-10T07:22:16Z,RYR93XH,"52.014397,0.440159",3525,152,250
1673335339,2023-01-10T07:22:19Z,RYR93XH,"52.013168,0.436325",3525,150,240
1673335342,2023-01-10T07:22:22Z,RYR93XH,"52.012398,0.434431",3550,150,236
1673335345,2023-01-10T07:22:25Z,RYR93XH,"52.010742,0.430756",3550,151,233
1673335348,2023-01-10T07:22:28Z,RYR93XH,"52.01033,0.42984",3525,152,234
1673335351,2023-01-10T07:22:31Z,RYR93XH,"52.008766,0.42627",3500,152,234
1673335354,2023-01-10T07:22:34Z,RYR93XH,"52.007126,0.422668",3450,153,232
1673335357,2023-01-10T07:22:37Z,RYR93XH,"52.005974,0.420384",3425,152,230
1673335360,2023-01-10T07:22:40Z,RYR93XH,"52.004341,0.417402",3375,150,228
1673335363,2023-01-10T07:22:43Z,RYR93XH,"52.002914,0.414886",3325,150,227
1673335366,2023-01-10T07:22:46Z,RYR93XH,"52.001457,0.41238",3275,149,226
1673335369,2023-01-10T07:22:49Z,RYR93XH,"52.000015,0.409869",3225,149,227
1673335374,2023-01-10T07:22:54Z,RYR93XH,"51.997639,0.405552",3150,148,228
1673335378,2023-01-10T07:22:58Z,RYR93XH,"51.996334,0.403198",3100,147,227
1673335381,2023-01-10T07:23:01Z,RYR93XH,"51.994568,0.400138",3050,146,226
1673335384,2023-01-10T07:23:04Z,RYR93XH,"51.993263,0.39794",3000,146,225
1673335387,2023-01-10T07:23:07Z,RYR93XH,"51.992065,0.395966",2975,145,225
1673335393,2023-01-10T07:23:13Z,RYR93XH,"51.988953,0.390854",2875,143,225
1673335399,2023-01-10T07:23:19Z,RYR93XH,"51.986233,0.386562",2825,142,224
1673335404,2023-01-10T07:23:24Z,RYR93XH,"51.983688,0.382614",2750,140,223
1673335411,2023-01-10T07:23:31Z,RYR93XH,"51.980942,0.378418",2675,140,223
1673335419,2023-01-10T07:23:39Z,RYR93XH,"51.97728,0.372772",2600,139,223
1673335426,2023-01-10T07:23:46Z,RYR93XH,"51.973755,0.367584",2475,140,221
1673335431,2023-01-10T07:23:51Z,RYR93XH,"51.971741,0.364685",2400,141,222
1673335438,2023-01-10T07:23:58Z,RYR93XH,"51.96785,0.358887",2325,141,222
1673335444,2023-01-10T07:24:04Z,RYR93XH,"51.965378,0.355225",2275,140,221
1673335452,2023-01-10T07:24:12Z,RYR93XH,"51.962307,0.350699",2175,140,222
1673335460,2023-01-10T07:24:20Z,RYR93XH,"51.956955,0.342865",2025,141,222
1673335468,2023-01-10T07:24:28Z,RYR93XH,"51.953293,0.337372",1925,141,222
1673335476,2023-01-10T07:24:36Z,RYR93XH,"51.95018,0.332794",1825,140,222
1673335483,2023-01-10T07:24:43Z,RYR93XH,"51.946014,0.326529",1750,137,222
1673335489,2023-01-10T07:24:49Z,RYR93XH,"51.943825,0.323233",1675,137,223
1673335495,2023-01-10T07:24:55Z,RYR93XH,"51.940887,0.31868",1575,135,223
1673335503,2023-01-10T07:25:03Z,RYR93XH,"51.936935,0.312718",1500,128,223
1673335509,2023-01-10T07:25:09Z,RYR93XH,"51.93428,0.308716",1425,125,223
1673335515,2023-01-10T07:25:15Z,RYR93XH,"51.93187,0.305099",1375,121,222
1673335521,2023-01-10T07:25:21Z,RYR93XH,"51.929581,0.301743",1325,120,222
1673335527,2023-01-10T07:25:27Z,RYR93XH,"51.927521,0.298615",1250,120,222
1673335534,2023-01-10T07:25:34Z,RYR93XH,"51.924088,0.293503",1175,120,222
1673335540,2023-01-10T07:25:40Z,RYR93XH,"51.921661,0.289764",1100,120,223
1673335546,2023-01-10T07:25:46Z,RYR93XH,"51.919327,0.286331",1050,121,222
1673335552,2023-01-10T07:25:52Z,RYR93XH,"51.917011,0.282898",975,121,223
1673335558,2023-01-10T07:25:58Z,RYR93XH,"51.914932,0.279617",900,123,223
1673335567,2023-01-10T07:26:07Z,RYR93XH,"51.911865,0.27504",800,127,221
1673335575,2023-01-10T07:26:15Z,RYR93XH,"51.907513,0.268694",700,133,222
1673335583,2023-01-10T07:26:23Z,RYR93XH,"51.903076,0.26207",625,136,222
1673335591,2023-01-10T07:26:31Z,RYR93XH,"51.899738,0.257002",525,142,223
1673335600,2023-01-10T07:26:40Z,RYR93XH,"51.894928,0.249786",400,146,223
1673335610,2023-01-10T07:26:50Z,RYR93XH,"51.890076,0.242367",325,145,222
1673335620,2023-01-10T07:27:00Z,RYR93XH,"51.886871,0.237616",350,107,222
1673335629,2023-01-10T07:27:09Z,RYR93XH,"51.883297,0.232239",0,76,222
1673335634,2023-01-10T07:27:14Z,RYR93XH,"51.882362,0.230936",0,49,216
1673335635,2023-01-10T07:27:15Z,RYR93XH,"51.88213,0.230675",0,44,216
1673335636,2023-01-10T07:27:16Z,RYR93XH,"51.881912,0.230427",0,41,213
1673335638,2023-01-10T07:27:18Z,RYR93XH,"51.88168,0.230217",0,37,208
1673335645,2023-01-10T07:27:25Z,RYR93XH,"51.880726,0.229562",0,30,196
1673335647,2023-01-10T07:27:27Z,RYR93XH,"51.880398,0.229397",0,29,196
1673335650,2023-01-10T07:27:30Z,RYR93XH,"51.880108,0.229247",0,26,199
1673335652,2023-01-10T07:27:32Z,RYR93XH,"51.879902,0.229135",0,25,199
1673335653,2023-01-10T07:27:33Z,RYR93XH,"51.8797,0.229034",0,24,199
1673335657,2023-01-10T07:27:37Z,RYR93XH,"51.879375,0.228857",0,21,196
1673335660,2023-01-10T07:27:40Z,RYR93XH,"51.879101,0.228709",0,20,199
1673335663,2023-01-10T07:27:43Z,RYR93XH,"51.878872,0.228596",0,19,196
1673335668,2023-01-10T07:27:48Z,RYR93XH,"51.878525,0.228577",0,13,174
1673335672,2023-01-10T07:27:52Z,RYR93XH,"51.878288,0.228764",0,11,151
1673335678,2023-01-10T07:27:58Z,RYR93XH,"51.878082,0.229053",0,10,135
1673335682,2023-01-10T07:28:02Z,RYR93XH,"51.877953,0.229282",0,10,135
1673335687,2023-01-10T07:28:07Z,RYR93XH,"51.877766,0.229588",0,12,135
1673335692,2023-01-10T07:28:12Z,RYR93XH,"51.877544,0.229969",0,13,132
1673335696,2023-01-10T07:28:16Z,RYR93XH,"51.877396,0.230267",0,13,123
1673335699,2023-01-10T07:28:19Z,RYR93XH,"51.877338,0.230503",0,13,109
1673335706,2023-01-10T07:28:26Z,RYR93XH,"51.87743,0.231195",0,13,61
1673335710,2023-01-10T07:28:30Z,RYR93XH,"51.877533,0.2314",0,13,50
1673335714,2023-01-10T07:28:34Z,RYR93XH,"51.877739,0.231715",0,12,45
1673335719,2023-01-10T07:28:39Z,RYR93XH,"51.877945,0.232031",0,13,42
1673335723,2023-01-10T07:28:43Z,RYR93XH,"51.878128,0.232296",0,13,42
1673335727,2023-01-10T07:28:47Z,RYR93XH,"51.878258,0.232506",0,12,42
1673335730,2023-01-10T07:28:50Z,RYR93XH,"51.878418,0.232735",0,11,42
1673335735,2023-01-10T07:28:55Z,RYR93XH,"51.878597,0.232996",0,12,42
1673335741,2023-01-10T07:29:01Z,RYR93XH,"51.878872,0.233402",0,13,42
1673335747,2023-01-10T07:29:07Z,RYR93XH,"51.879147,0.233831",0,13,42
1673335755,2023-01-10T07:29:15Z,RYR93XH,"51.87949,0.234332",0,14,42
1673335761,2023-01-10T07:29:21Z,RYR93XH,"51.87978,0.234776",0,12,42
1673335767,2023-01-10T07:29:27Z,RYR93XH,"51.87999,0.2351",0,9,42
1673335778,2023-01-10T07:29:38Z,RYR93XH,"51.880257,0.2355",0,7,42
1673335788,2023-01-10T07:29:48Z,RYR93XH,"51.880596,0.236015",0,11,42
1673335794,2023-01-10T07:29:54Z,RYR93XH,"51.880886,0.236435",0,14,42
1673335801,2023-01-10T07:30:01Z,RYR93XH,"51.881237,0.23695",0,17,42
1673335809,2023-01-10T07:30:09Z,RYR93XH,"51.881737,0.237713",0,17,42
1673335816,2023-01-10T07:30:16Z,RYR93XH,"51.882179,0.238377",0,17,42
1673335823,2023-01-10T07:30:23Z,RYR93XH,"51.882622,0.239029",0,17,42
1673335830,2023-01-10T07:30:30Z,RYR93XH,"51.883049,0.239676",0,17,42
1673335837,2023-01-10T07:30:37Z,RYR93XH,"51.883423,0.24025",0,17,42
1673335843,2023-01-10T07:30:43Z,RYR93XH,"51.883816,0.240827",0,17,42
1673335849,2023-01-10T07:30:49Z,RYR93XH,"51.884155,0.241337",0,17,42
1673335854,2023-01-10T07:30:54Z,RYR93XH,"51.884518,0.241871",0,18,42
1673335863,2023-01-10T07:31:03Z,RYR93XH,"51.885063,0.242683",0,19,42
1673335868,2023-01-10T07:31:08Z,RYR93XH,"51.885429,0.243258",0,19,42
1673335875,2023-01-10T07:31:15Z,RYR93XH,"51.885891,0.243931",0,20,42
1673335882,2023-01-10T07:31:22Z,RYR93XH,"51.886414,0.244706",0,20,42
1673335889,2023-01-10T07:31:29Z,RYR93XH,"51.886883,0.245429",0,21,42
1673335897,2023-01-10T07:31:37Z,RYR93XH,"51.887466,0.246302",0,21,42
1673335907,2023-01-10T07:31:47Z,RYR93XH,"51.888195,0.247383",0,19,42
1673335915,2023-01-10T07:31:55Z,RYR93XH,"51.888695,0.248146",0,18,42
1673335926,2023-01-10T07:32:06Z,RYR93XH,"51.889332,0.249122",0,16,45
1673335933,2023-01-10T07:32:13Z,RYR93XH,"51.889675,0.249623",0,15,42
1673335940,2023-01-10T07:32:20Z,RYR93XH,"51.890034,0.250149",0,14,42
1673335945,2023-01-10T07:32:25Z,RYR93XH,"51.890282,0.250533",0,14,42
1673335954,2023-01-10T07:32:34Z,RYR93XH,"51.890686,0.25116",0,14,42
1673335960,2023-01-10T07:32:40Z,RYR93XH,"51.890957,0.251554",0,14,42
1673335966,2023-01-10T07:32:46Z,RYR93XH,"51.891289,0.252055",0,15,42
1673335971,2023-01-10T07:32:51Z,RYR93XH,"51.891571,0.252476",0,15,42
1673335977,2023-01-10T07:32:57Z,RYR93XH,"51.891895,0.252964",0,15,42
1673335983,2023-01-10T07:33:03Z,RYR93XH,"51.892212,0.253429",0,15,42
1673335990,2023-01-10T07:33:10Z,RYR93XH,"51.892605,0.254021",0,16,42
1673335997,2023-01-10T07:33:17Z,RYR93XH,"51.892956,0.254555",0,17,42
1673336003,2023-01-10T07:33:23Z,RYR93XH,"51.893337,0.255127",0,15,42
1673336008,2023-01-10T07:33:28Z,RYR93XH,"51.893555,0.255451",0,12,47
1673336011,2023-01-10T07:33:31Z,RYR93XH,"51.893646,0.255699",0,11,61
1673336015,2023-01-10T07:33:35Z,RYR93XH,"51.893669,0.255947",0,11,84
1673336020,2023-01-10T07:33:40Z,RYR93XH,"51.893559,0.256335",0,11,118
1673336025,2023-01-10T07:33:45Z,RYR93XH,"51.893394,0.256657",0,12,132
1673336029,2023-01-10T07:33:49Z,RYR93XH,"51.893234,0.256958",0,12,132
1673336033,2023-01-10T07:33:53Z,RYR93XH,"51.893097,0.257195",0,12,132
1673336036,2023-01-10T07:33:56Z,RYR93XH,"51.892967,0.257397",0,11,132
1673336045,2023-01-10T07:34:05Z,RYR93XH,"51.892925,0.2579",0,6,78
1673336054,2023-01-10T07:34:14Z,RYR93XH,"51.893059,0.258121",0,4,47
1673336074,2023-01-10T07:34:34Z,RYR93XH,"51.893188,0.258327",0,1,45
